Index;Artist;Title;Mood;Lyrics 
ML241;Los Pikadientes De Caborca;La Cumbia Del Rio;sad;"Un saludo pa' la raza de Caborca
Qu anda por la Quiroz
Que le caiga pa'l río

Vamos a bailar pa ya(pa ya)
Vamos a gozar pa ka(pa ka)
Vamono a bailar bonito
Moviendo bien el culito!

Te mueves pa ya(pa ya)
Te mueves pa ka(pa ka)
Te mueves bien sabroson
Al ritmo de este cumbion

Vamos a bailar pa ya(pa ya)
Vamos a gozar pa ka(pa ka)
Vamos a bailar bonito
Moviendo bien el culito!

Vamonos pal rio
Me importa ?! tu tío Canciones de Los Pikadientes De Caborca
Pa que fuera a controlar
Una vieja pa bailar

Ta bueno el ambiente
Parece que trae creciente
El río esta todo dar
Para ponerse a pistiar!
Tu eres casado
Eres abusado
No te traigas a tu vieja
Porque te pega y te deja

Ta bueno el ambiente
Parece que trae creciente
El río esta a todo dar
Para ponerse a pistiar!"
ML242;K-Paz De La Sierra;Volvere;sad;"Hoy nomás, K-Paz de la Sierra
Podré andar por mil caminos, me podré perder
Podré encontrar una aventura en otra mujer
Podrá matarme una mirada en algún momento
Pero a tu lado, amor, volveré
Pero a tu lado, amor
Volveré porque me faltan fuerzas si me faltas tú
Volveré porque me falta todo sin tu compañía
Porque muero de melancolía
Porque aún no es tiempo todavía
Por todo lo que quiero, volveré
Volveré porque me faltan fuerzas si me faltas tú
Volveré porque me falta todo sin tu compañía
Porque muero de melancolía
Porque aún no es tiempo todavía
Por todo lo que quiero, volveré
K-Paz de la Sierra
Podré dormir en otra cama y sentirme bien
Podré enredarme en otras faldas solo por placer
Podré decir algún te quiero una y otra vez
Pero a tu lado, amor, volveré
Pero a tu lado, amor
Volveré porque me faltan fuerzas si me faltas tú
Volveré porque me falta todo sin tu compañía
Porque muero de melancolía
Porque aún no es tiempo todavía
Por todo lo que quiero, volveré
Volveré porque me faltan fuerzas si me faltas tú
Volveré porque me falta todo sin tu compañía
Porque muero de melancolía
Porque aún no es tiempo todavía
Por todo lo que quiero, volveré"
ML243;Chalino Sanchez;Cuatro Espadas;sad;"Cuatro espadas me apuntan al pecho
Por confiar demasiado en mi suerte
Yo soñe ser feliz en tus brazos
Pero tu me sentencias la muerte
Una espada es que lla no me quieres
La segunda tirar de perdida
Las que faltan las tienen tus ojos
Que sin verme me quitan la vida
Si el destino te trajo hasta mi
Tal vez fue por castigo de dios
Cuatro espadas que hoy me hacen sufrir
Nos tendran que matar a los dos
Que te cuesta volver a ser buena
Si bien puedes seguirme adorando
Y con una mirrada curarme
Cuatro heridas que hoy siguen sangrando
Si no quieres volver a quereme
Me resigno al mirarte perdida
Yo e de ver que a tu pecho sin alma
Cuator espadas le quiten la vida
Si el destino te trajo hasta mi
Tal vez fue por castigo de dios
Cuatro espadas que hoy me hacen sufrir
Nos tendran que matar a los dos"
ML244;Banda El Recodo;Pena Tras Pena;sad;"[Verse 1]
Pena
Las que destrozan mi vida
[Verse 2]
Pena tras pena
Las que destrozan mi vida
[PreChorus]
Cómo lastiman
A mi pobre corazón
Triste y cansado
Solo esperaré la muerte
Porque no quiero
Ni a la vida sin tu amor
[Chorus]
Diosito santo, qué feo me sabe
La miel amarga de su traición
Pero la quiero con toda el alma
¿Cómo arrancarla de mi corazón?
[Verse 3]
Me voy muy lejos
Pongo tierra de por medio
Pues si me quedo
Tú me vas a ver llorar
[Verse 4]
Triste y cansado
Solo esperaré la muerte
Porque no quiero
Ni a la vida sin tu amor
[Chorus]
Diosito santo, qué feo me sabe
La miel amarga de su traición
Pero la quiero con toda el alma
¿Cómo arrancarla de mi corazón?"
ML245;Los Cadetes De Linares;Las Tres Tumbas;sad;"Salieron de madrugada, se oía el canto de los gallos
Iban hacer dos jornadas al lomo de sus caballos
La fiesta se celebraba en el Rancho del Pitayo
Su padre les dio un consejo, cuando a partir se aprestaban
""Cuiden muy bien el pellejo, porque la vida se acaba""
En las palabras del viejo, los tres hermanos pensaban
Pedro le dice a Fabián, ""Dale un trago a José Luis
Que beba de ese mezcal pa' que se sienta feliz
Que ahorita nomás al llegar nos vamos a divertir""
Cuando arribaron al baile, a bailar se dirigieron
La muerte andaba en el aire, ellos no la presintieron
Como les dijo su padre, cuando del rancho salieron
Eran muchos los rivales, viejos rencores surgieron
Rondando tras los jacales abrieron todos el fuego
Así matan los cobardes cuando los acosa el miedo
Un viejito solitario, sin esperanza ninguna
Cuida el rancho y tres caballos como toda su fortuna
Va al panteón de vez en cuando a visitar las tres tumbas"
ML246;Los Temerarios;Al Otro Lado Del Sol;sad;"Tengo terminada la barca, está esperando en el puerto
Tiene que existir un lugar
Para nuestro amor
Sin envidias ni maldad
Sin tanto desconcierto
Puede que lo encuentre allá en el otro lado del sol
Vámonos de viaje, prepara el equipaje, no hay tiempo ya
Y al despertar
La nueva luz
Nos guiará
Al mar azul
Abriendo camino
Date mucha prisa que el soplo de la brisa vendrá a buscar
Y se llevará
Al amanecer
Nuestro amor al otro lado del sol
Ya no queda nada en el mundo que nos haga dudarlo
Para conservar el amor
Es mejor marchar
No nos hace falta la gente ni vivir a su lado
Tómame la mano
Duerme y no lo pienses más
Abriendo camino
Vámonos de viaje, prepara el equipaje, no hay tiempo ya
Y al despertar
La nueva luz
Nos guiará
Al mar azul
Abriendo camino
Date mucha prisa que el soplo de la brisa vendrá a buscar
Y se llevará
Al amanecer
Nuestro amor al otro lado del sol
Al otro lado del sol"
ML247;Chalino Sanchez;Baraja De Oro ;sad;"[Verse 1]
Voy a jugarme un albur
Con una baraja de oro
Que si lo gano, ya estuvo
Y si lo pierdo, ni modo
Porque yo soy de los hombres
Que cuando pierdo no lloro
[Verse 2]
Las mujeres son barajas
Que hay que saber barajear
Pa' saber cuál es la tuya
En la que vas a apostar
No ya después de perdido
Quieras volver a jugar
[Verse 3]
Y si juegas sin malicia
Porque no les tienes miedo
Esperando a sota de oros
Te aparece un caballero
Dispense, mi buen amigo
Es que yo llegué primero
[Verse 4]
Y no se agüite, pariente y tío
Que mejorcitas las hemos deseado
Hay que aguantar la vara, señor
Y arriba la Laguna Seca
[Verse 5]
El que no lo quiera creer
Que le entre a lo pantera
Pierde dinero y mujer
Y hasta la portamoneda
A veces llega a su casa
Con la camisa de fuera
[Verse 6]
Y ni modo de reclamos
Porque yo llegué a caballo
Estoy regando el rosal
Pa' cortar la flor de mayo
Perdóneme, Rey de Copas
Pero yo soy de a caballo
[Verse 7]
Y si juegas sin malicia
Porque no les tienes miedo
Esperando a sota de oros
Te aparece un caballero
Dispense, mi buen amigo
Es que yo llegué primero"
ML248;Eric Church;Love Your Love The Most;happy;"[Verse 1]
I love sleeping in on Saturdays
And I love college football games
I love not acting my age
And good barbecue
[Verse 2]
Yeah, I'm a fan of Faulkner books
And anything my mama cooks
Small mouth bass have got me hooked
On Sunday afternoons
[Chorus]
Yes, I love good, cold beer
And mustard on my fries
I love a good, loud honky-tonk
It rocks on Friday nights
[Chorus]
And, hell yes, I love my truck
But I want you to know
Honey, I love your love the most
[Verse 3]
Man, I love how Red Man tastes
And, damn, I love my NASCAR race
Any song sung by George Strait
Is country at its best
[Chorus]
And, yes, I love good, cold beer
And mustard on my fries
I love a good, loud honky-tonk
It rocks on Friday nights
[Chorus]
A-hell yes, I love my truck
But I want you to know
Honey, I love your love the most
[Bridge]
I love
[Chorus]
Yeah, I love scuffed up cowboy boots
And broken, tore up jeans
My four-wheel drive, eight-point bucks
And rocky road ice cream
[Chorus]
A-hell yes, I love my dog
And Jack D in my Coke
But, honey, I love your love
Yeah, I love your love
I love your love the most
[Outro]
I love your love the most"
ML249;Tim McGraw;It's Your Love ;happy;"[Intro]
Yeah, yeah-yeah, mmm
[Verse 1]
Dancing in the dark
Middle of the night
Taking your heart
And holding it tight
Emotional touch
Touching my skin
And asking you to do
What you've been doing all over again
[PreChorus]
Oh, it's a beautiful thing
Don't think I can keep it all in
I just gotta let you know
What it is that won't let me go
[Chorus]
It's your love
It just does something to me
It sends a shock right through me
I can't get enough
And if you wonder
About the spell I'm under
Oh, it's your love
[Verse 2]
Better than I was
More than I am
And all of this happened
By taking your hand
And who I am now
Is who I wanted to be
And now that we're together
I'm stronger than ever
I'm happy and free
[PreChorus]
Oh, it's a beautiful thing
Don't think I can keep it all in
And if you ask me why I've changed
All I gotta do is say your sweet name
[Chorus]
It's your love
It just does something to me
It sends a shock right through me
I can't get enough
And if you wonder
About the spell I'm under
Oh, it's your love
No, whoa-whoa, baby
Oh, oh-whoa
[PreChorus]
Oh, it's a beautiful thing
Don't think I can keep it all in
I just gotta let you know
What it is that won't let me go
[Chorus]
It's your love
It just does something to me
It sends a shock right through me
I can't get enough
And if you wonder
About the spell I'm under
Oh, it's your love
It's your love
It's your love"
ML250;Temple Of The Dog;Hunger Strike;sad;"[Verse 1]
Well, I don't mind stealing bread
From the mouths of decadence
But I can't feed on the powerless
When my cup's already overfilled
Yeah
[PreChorus]
But it's on the table
The fire's cooking
And they're farming babies
While the slaves are all working
The blood is on the table
And the mouths are choking
But I'm going hungry, yeah
[Verse 2]
I don't mind stealing bread
From the mouths of decadence
But I can't feed on the powerless
When my cup's already overfilled, uh-huh
[PreChorus]
But it's on the table
The fire's cooking
And they're farming babies
And the slaves are all working
And it's on the table
The mouths are choking
[Chorus]
But I'm going hungry
Going hungry
I'm going hungry
Going hungry
I'm going hungry
I'm going hungry
I'm going hungry
Going hungry
[Chorus]
I'm going hungry
Going hungry
I'm going hungry
Going hungry
[Bridge]
Yeah, I don't mind stealing bread
Ooh, I don't mind
No, I don't mind stealing bread
Yeah
[Chorus]
I'm going hungry
Going hungry
I'm going hungry
Going hungry, yeah"
ML251;Eric Clapton;Cocaine;angry;"[Verse 1]
If you wanna hang out
You've got to take her out, cocaine
If you wanna get down
Get down on the ground, cocaine
[Chorus]
She don't lie
She don't lie
She don't lie
Cocaine
[Verse 2]
If you got bad news, you wanna
Kick them blues, cocaine
When your day is done
And you wanna ride on, cocaine
[Chorus]
She don't lie
She don't lie
She don't lie
Cocaine
[Verse 3]
If your day is gone
And you wanna ride on, cocaine
Don't forget this fact
(You can't get it back, cocaine) Can't get it back, cocaine
[Chorus]
She don't lie
She don't lie
She don't lie
Cocaine
[Chorus]
She don't lie
She don't lie
She don't lie
Cocaine (Cocaine)"
ML252;Soul For Real;Candy Rain;relaxed;"[Chorus]
My love, do you ever dream of
Candy-coated raindrops?
You're the same, my candy rain
[Verse 1]
Have you ever loved someone
So much you thought you'd die?
Giving so much of yourself
It seems the only way
Tell me what you want and I
And I will give it to you
'Cause you are my love
[Chorus]
My love, do you ever dream of
Do you ever dream?
Candy-coated raindrops?
Ooh, whoa, darling
You're the same, my candy rain
[Verse 2]
My love, did you ever dream
That it could be so right?
I never thought that I would find
All that I need in life
All I want, all I need, now, I know
I know I found it in you
I found it in you
'Cause you are
[Chorus]
My love
My love
Do you ever dream of
Do you ever dream?
Candy-coated raindrops?
Oh, oh, ooh, darling
You're the same, my candy rain
[Chorus]
My love, do you ever dream of
Hey, love
Do you ever dream?
Candy-coated raindrops?
You're the same, my candy rain
You're the same, my candy rain
[Chorus]
My love
Tell me, oh
Do you ever dream of
Have you ever loved someone?
Whoa, whoa, whoa, whoa
Candy-coated raindrops?
Baby, baby, baby
You're the same, my candy rain
My candy rain
[Bridge]
Candy-coated raindrops
Candy-coated raindrops
Candy-coated raindrops
[Chorus]
My love, do you ever dream of
Candy-coated raindrops?
You're the same, my candy rain
[Outro]
My love, do you ever dream of
Candy-coated raindrops?
You're the same, my candy rain
My love, do you ever dream of"
